Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others
Tornado Outbreak;X360;2009;Action;70;0;0;10
Tornado Outbreak;PS3;2009;Action;80;0;0;10
Tornado Outbreak;Wii;2009;Action;100;0;0;10
Torneko no Daibouken: Fushigi no Dungeon;SNES;1993;Role-Playing;0;0;780;0
Toro to Morimori;PS3;2009;Misc;0;0;10;0
Toshochu: Run for Money;3DS;2012;Adventure;0;0;620;0
Total Immersion Racing;PS2;2002;Racing;50;40;0;10
Total Immersion Racing;XB;2002;Racing;20;10;0;0
Total Overdose: A Gunslinger's Tale in Mexico;XB;2005;Shooter;20;10;0;0
Total Overdose: A Gunslinger's Tale in Mexico;PS2;2005;Shooter;40;40;0;10
Total War Attila: Tyrants & Kings;PC;2016;Strategy;0;10;0;0
Total War: Attila;PC;2015;Strategy;90;130;0;20
Total War: Rome II;PC;2013;Strategy;120;530;0;110
Total War: Shogun 2;PC;2011;Strategy;190;310;0;90
Total War: Shogun 2 - Fall of the Samurai;PC;2012;Strategy;70;100;0;30
Total War: WARHAMMER;PC;2016;Strategy;0;100;0;10
Totaled!;XB;2002;Racing;50;20;0;0
Totally Spies!;GBA;2005;Platform;20;10;0;0
Totally Spies! 2: Undercover;DS;2006;Action;10;10;0;0
Totally Spies! Totally Party;PS2;2008;Misc;10;10;0;0
Totally Spies! Totally Party;PC;2008;Misc;0;20;0;0
Totally Spies! Totally Party;Wii;2008;Misc;90;10;0;10
Tottadoo! Yoiko no Mujintou Seikatsu;DS;2008;Adventure;0;0;190;0
Touch 'N' Play Collection;DS;2010;Misc;40;20;0;10
Touch Detective;DS;2006;Adventure;60;30;0;10
Touch Detective (JP sales);DS;2006;Adventure;0;0;20;0
Touch Detective 2 1/2;DS;2007;Adventure;90;0;10;10
Touch Detective 3: Does Funghi Dream of Bananas?;3DS;2014;Adventure;0;0;10;0
Touch Detective: Nameko Shigeru;3DS;2013;Adventure;0;0;70;0
Touch Mechanic;DS;2008;Simulation;90;0;0;10
Touch My Katamari;PSV;2011;Puzzle;80;40;0;20
Touch Shot! Love Application;PS3;2012;Adventure;0;0;30;0
Touch the Dead;DS;2007;Shooter;200;0;0;20
TouchMaster;DS;2007;Puzzle;490;1270;0;250
TouchMaster 2;DS;2008;Puzzle;300;490;0;100
TouchMaster 3;DS;2009;Puzzle;300;110;0;40
TouchMaster 3(Others sales);DS;2009;Puzzle;0;240;0;20
TouchMaster: Connect;DS;2010;Puzzle;110;170;0;30
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable;PSP;2005;Misc;0;0;300;0
Touhou Genso Rondo: Bullet Ballet;PS4;2016;Shooter;10;0;0;0
Toukiden 2;PSV;2016;Action;0;0;110;0
Toukiden 2;PS3;2016;Action;0;0;20;0
Toukiden 2;PS4;2016;Action;0;0;80;0
Toukiden Kiwami;PSV;2014;Action;50;50;170;30
Toukiden Kiwami;PSP;2014;Action;0;0;50;0
Toukiden Kiwami;PS4;2015;Action;50;70;20;20
Toukiden: The Age of Demons;PSP;2013;Action;0;0;180;0
Toukiden: The Age of Demons;PSV;2013;Action;50;50;250;30
Tour de France 2014;PS4;2014;Sports;0;30;0;0
Tour de France 2014;PS3;2014;Sports;0;20;0;0
Tourist Trophy: The Real Riding Simulator;PS2;2006;Racing;280;220;110;70
Tournament Pool;Wii;2009;Sports;100;0;0;10
Tournament of Legends;Wii;2010;Fighting;40;20;0;10
Toushin Toshi;3DS;2014;Role-Playing;0;0;30;0
Toxic Grind;XB;2002;Sports;20;0;0;0
Toy Shop;DS;2008;Simulation;30;0;0;0
Toy Soldiers: War Chest;PS4;2015;Action;60;0;0;10
Toy Soldiers: War Chest;XOne;2015;Action;50;0;0;10
Toy Story 2: Buzz Lightyear to the Rescue!;PS;1998;Platform;990;640;0;80
Toy Story 2: Buzz Lightyear to the Rescue!;N64;1999;Platform;710;200;0;10
Toy Story 3: The Video Game;Wii;2010;Action;640;630;0;140
Toy Story 3: The Video Game;X360;2010;Action;410;290;0;70
Toy Story 3: The Video Game;PS3;2010;Action;510;420;0;170
Toy Story 3: The Video Game;PSP;2010;Action;270;250;0;140
Toy Story 3: The Video Game;DS;2010;Action;930;970;20;210
Toy Story Mania!;Wii;2009;Misc;1060;670;0;180
Toy Story Racer;PS;2001;Racing;80;60;0;10
Trace Memory;DS;2005;Adventure;150;10;120;10
TrackMania DS;DS;2008;Racing;60;10;0;10
TrackMania Turbo;PC;2016;Action;0;10;0;0
TrackMania Turbo;PS4;2016;Action;30;240;0;50
TrackMania Turbo;XOne;2016;Action;20;30;0;0
TrackMania Turbo: Build to Race;DS;2010;Racing;30;20;0;10
TrackMania: Build to Race;Wii;2010;Racing;100;110;0;30
Trade & Battle: Card Hero;GB;2000;Strategy;0;0;200;0
Train Simulator 2016;PC;2015;Simulation;0;40;0;0
TransFormers Animated: The Game;DS;2008;Action;150;10;0;10
Transformer: Rise of the Dark Spark;XOne;2014;Action;60;30;0;10
Transformer: Rise of the Dark Spark;X360;2014;Action;90;70;0;20
Transformer: Rise of the Dark Spark;PS4;2014;Action;70;100;10;40
Transformer: Rise of the Dark Spark;PS3;2014;Action;40;50;10;20
Transformer: Rise of the Dark Spark;WiiU;2014;Action;50;10;0;10
Transformer: Rise of the Dark Spark (3DS);3DS;2014;Role-Playing;50;10;0;10
Transformers;PS2;2004;Shooter;630;490;0;160
Transformers: Autobots / Decepticons;DS;2007;Action;1120;30;0;90
Transformers: Beast Wars Transmetals;PS;2000;Fighting;60;40;0;10
Transformers: Cybertron Adventures;Wii;2010;Action;150;100;0;30
Transformers: Dark of the Moon;PS3;2011;Action;110;190;0;70
Transformers: Dark of the Moon;X360;2011;Action;130;130;0;30
Transformers: Dark of the Moon;3DS;2011;Action;160;40;0;20
Transformers: Dark of the Moon;Wii;2011;Action;100;70;0;20
Transformers: Dark of the Moon - Autobots/Decepticons;DS;2011;Action;340;90;0;40
Transformers: Devastation;PS4;2015;Action;100;80;0;40
Transformers: Devastation;PS3;2015;Action;30;70;0;20
Transformers: Devastation;XOne;2015;Action;90;30;0;10
Transformers: Devastation;X360;2015;Action;60;20;0;10
Transformers: Devastation;PC;2015;Action;0;30;0;0
Transformers: Fall of Cybertron;X360;2012;Action;280;130;0;40
Transformers: Fall of Cybertron;PS3;2012;Action;190;150;0;70
Transformers: Fall of Cybertron;PC;2012;Action;10;0;0;0
Transformers: Prime;Wii;2012;Action;0;10;0;0
Transformers: Prime;3DS;2012;Action;130;30;0;10
Transformers: Prime;WiiU;2012;Action;90;30;0;10
Transformers: Revenge of the Fallen (DS Versions);DS;2009;Action;170;130;0;30
Transformers: Revenge of the Fallen (Wii & PS2 Version);DS;2009;Action;270;140;0;40
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PC;2009;Shooter;20;0;0;0
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PS2;2009;Shooter;250;10;0;220
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);Wii;2009;Shooter;240;200;0;50
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PS3;2009;Shooter;280;300;0;120
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PSP;2009;Shooter;170;150;0;90
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);X360;2009;Shooter;340;230;0;60
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);X360;2007;Action;510;50;0;50
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;2007;Action;630;370;0;110
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);Wii;2007;Action;520;30;0;40
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS3;2007;Action;320;40;10;40
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PSP;2007;Action;230;270;0;160
Transformers: War for Cybertron (DS Version);DS;2010;Shooter;220;10;0;20
Transformers: War for Cybertron (XBox 360, PS3, & PC Versions);X360;2010;Shooter;370;150;0;50
Transformers: War for Cybertron (XBox 360, PS3, & PC Versions);PC;2010;Shooter;10;0;0;0
Transformers: War for Cybertron (XBox 360, PS3, & PC Versions);PS3;2010;Shooter;240;190;0;80
Transformers: War for Cybertron -- Decepticons;DS;2010;Action;110;10;0;10
Transworld Snowboarding;XB;2002;Sports;70;20;0;0
Transworld Surf;PS2;2002;Sports;90;70;0;20
Trap Gunner: Countdown to Oblivion;PS;1998;Strategy;20;10;0;0
Trapped Dead;PC;2011;Strategy;0;20;0;0
Trapt;PS2;2005;Action;30;20;0;10
Trauma Center: New Blood;Wii;2007;Simulation;220;40;10;30
Trauma Center: Second Opinion;Wii;2006;Simulation;280;20;30;30
Trauma Center: Under the Knife;DS;2005;Simulation;300;10;20;30
Trauma Center: Under the Knife 2;DS;2008;Simulation;100;0;0;10
Travel Coach: Europe 1;DS;2008;Misc;0;30;0;0
Travel Games For Dummies;DS;2008;Misc;130;0;0;10
Treasure Chase;DS;2011;Puzzle;20;0;0;0
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple;DS;2007;Action;0;0;30;0
Treasure Hunter G;SNES;1996;Role-Playing;0;0;200;0
Treasure Report: Kikai Jikake no Isan;DS;2011;Adventure;0;0;50;0
Treasure World;DS;2009;Simulation;190;0;0;10
Treasures of the Deep;PS;1997;Action;100;70;0;10
Trials Fusion;XOne;2014;Racing;120;100;0;20
Trials Fusion;PS4;2014;Racing;130;210;10;80
Trials Fusion;PC;2014;Racing;0;30;0;0
Trick DS-han: Kakushi Kami no Sumukan;DS;2010;Misc;0;0;70;0
Trick x Logic: Season 1;PSP;2010;Adventure;0;0;50;0
Trick x Logic: Season 2;PSP;2010;Adventure;0;0;40;0
Trigger Man;PS2;2004;Shooter;80;60;0;20
Trigger Man;GC;2004;Shooter;10;0;0;0
Trigger Man;XB;2004;Shooter;30;10;0;0
Triggerheart Excelica Enhanced;PS2;2009;Shooter;0;0;20;0
Triggerheart Exelica;DC;2007;Shooter;0;0;20;0
Trine;PC;2009;Action;0;10;0;0
Trine 2;WiiU;2012;Platform;0;30;0;0
Trine 2;PC;2011;Platform;0;30;0;10
Tringo;GBA;2006;Puzzle;10;0;0;0
Trinity Universe;PS3;2009;Role-Playing;70;60;30;20
Triple Crown Championship Snowboarding;Wii;2010;Sports;20;0;0;0
Triple Pack: Xbox Live Arcade Compilation;X360;2011;Misc;30;0;0;0
Triple Play 2000;PS;1999;Sports;790;540;0;90
Triple Play 2000;N64;1999;Sports;270;10;0;0
Triple Play 2001;PS;2000;Sports;740;500;0;90
Triple Play 2002;PS2;2002;Sports;430;330;0;110
Triple Play 2002;XB;2002;Sports;190;50;0;10
Triple Play 97;PS;1996;Sports;210;150;0;30
Triple Play 98;PS;1997;Sports;610;420;0;70
Trivial Pursuit;X360;2009;Misc;120;210;0;40
Trivial Pursuit;PS3;2009;Misc;120;120;0;50
Trivial Pursuit;Wii;2009;Misc;210;310;0;70
Trivial Pursuit;PS2;2009;Misc;90;10;0;170
Trivial Pursuit unhinged;PS2;2004;Misc;90;70;0;20
Trivial Pursuit unhinged;XB;2004;Misc;70;20;0;0
Trivial Pursuit: Bet You Know It;Wii;2011;Misc;100;40;0;10
Trollz: Hair Affair!;GBA;2005;Misc;30;10;0;0
Tron 2.0: Killer App;XB;2004;Action;40;10;0;0
Tron 2.0: Killer App;GBA;2004;Action;40;20;0;0
Tropico 3;X360;2009;Strategy;150;20;30;20
Tropico 3;PC;2009;Strategy;0;40;0;10
Tropico 3: Gold Edition;PC;2010;Strategy;0;10;0;0
Tropico 4;PC;2011;Strategy;100;130;0;40
Tropico 4: Modern Times;PC;2012;Strategy;0;20;0;0
Tropico 5;X360;2014;Simulation;30;40;0;10
Tropico 5;PS4;2015;Simulation;50;160;50;40
Tropico 5;PC;2014;Simulation;20;80;0;10
Tropico Reloaded;PC;2009;Strategy;0;20;0;0
Tropix;DS;2008;Puzzle;60;0;0;0
Truck Racer;Wii;2009;Racing;0;10;0;0
True Crime: New York City;XB;2005;Action;210;60;0;10
True Crime: New York City;GC;2005;Action;130;30;0;0
True Crime: New York City;PS2;2005;Action;570;20;70;90
True Crime: Streets of LA;XB;2003;Action;960;370;0;50
True Crime: Streets of LA;GC;2003;Action;440;110;0;20
True Crime: Streets of LA;PS2;2003;Action;1890;1050;20;310
True Love Story 3;PS2;2001;Simulation;0;0;40;0
True Pinball;PS;1996;Misc;20;10;0;0
True Swing Golf;DS;2005;Sports;110;0;40;10
Truth or Lies;Wii;2010;Misc;40;50;0;10
Truth or Lies;PS3;2010;Misc;60;20;0;10
Truth or Lies;X360;2010;Misc;70;30;0;10
Tsugunai: Atonement;PS2;2001;Role-Playing;20;10;20;0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi;PSV;2015;Adventure;0;0;20;0
Tsuki no Hikari: Shizumeru Kane no Satsujin;PS2;2002;Adventure;0;0;20;0
Tsukigime Ranko's Longest Day;PS3;2014;Action;0;10;0;0
Tsuku Monogatari;PSP;2011;Adventure;0;0;30;0
Tsumiki: Block Drop Mania;DS;2007;Action;50;0;0;0
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden;PSV;2015;Role-Playing;0;0;40;0
Tsuyo Kiss 2 Gakki: Swift Love;PS2;2009;Adventure;0;0;20;0
Tsuyo Kiss 2 Portable;PSP;2010;Adventure;0;0;20;0
Tsuyo Kiss 3 Portable;PSP;2012;Action;0;0;10;0
Tsuyo Kiss: Mighty Heart;PS2;2006;Adventure;0;0;30;0
Tunnel B1;PS;1996;Action;50;30;0;10
Turbo Prop Racing;PS;1997;Racing;80;60;0;10
Turbo Trainz;Wii;2012;Racing;0;10;0;0
Turbo Turtle Adventure;GBA;2002;Puzzle;40;10;0;0
Turbo: Super Stunt Squad;PS3;2013;Sports;0;20;0;0
Turbo: Super Stunt Squad;WiiU;2013;Sports;0;20;0;0
Turbo: Super Stunt Squad;Wii;2013;Sports;0;20;0;0
Turbo: Super Stunt Squad;DS;2013;Sports;0;30;0;0
Turbo: Super Stunt Squad;3DS;2013;Sports;0;10;0;0
Turbo: Super Stunt Squad;X360;2013;Sports;0;10;0;0
Turn It Around;DS;2006;Action;30;0;0;0
Turning Point: Fall of Liberty;X360;2008;Shooter;230;40;0;20
Turning Point: Fall of Liberty;PS3;2008;Shooter;210;10;0;20
Turok;PC;2008;Action;0;10;0;0
Turok;PS3;2008;Action;350;220;10;100
Turok;X360;2008;Action;460;210;10;70
Turok 2: Seeds of Evil;N64;1997;Platform;1370;410;40;40
Turok 3: Shadow of Oblivion;N64;2000;Shooter;120;50;0;0
Turok: Dinosaur Hunter;N64;1997;Shooter;0;0;50;0
Turok: Evolution;GBA;2002;Shooter;80;30;0;0
Turok: Evolution;GC;2002;Shooter;300;80;0;10
Turok: Evolution;PS2;2002;Shooter;640;500;0;170
Turok: Evolution;XB;2002;Shooter;390;140;0;20
Turok: Rage Wars;N64;1999;Shooter;300;60;0;0
Twilight Syndrome: Kinjiratera Toshi Densetsu;DS;2008;Adventure;0;0;40;0
Twin Strike: Operation Thunder;Wii;2008;Shooter;40;0;0;0
TwinBee;NES;1986;Shooter;0;0;1200;0
Twinkle * Crusaders GoGo!;PSP;2010;Adventure;0;0;20;0
Twisted Edge Extreme Snowboarding;N64;1998;Sports;160;40;0;0
Twisted Metal;PS;1995;Action;1320;190;0;50
Twisted Metal (2012);PS3;2012;Action;670;70;0;70
Twisted Metal 2;PS;1996;Racing;2120;250;0;70
Twisted Metal 4;PS;1999;Racing;1070;160;0;40
Twisted Metal III;PS;1998;Action;1480;200;0;50
Twisted Metal: Black;PS2;2001;Racing;1190;170;0;50
Twisted Metal: Head On;PSP;2005;Action;710;0;0;60
Twister Mania;X360;2011;Misc;100;10;0;10
Two Worlds;X360;2007;Role-Playing;410;230;0;70
Two Worlds II;PS3;2011;Role-Playing;260;110;60;50
Two Worlds II;X360;2011;Role-Playing;400;80;30;40
Two Worlds II;PC;2011;Role-Playing;90;90;0;30
Ty the Tasmanian Tiger;GC;2002;Platform;210;50;0;10
Ty the Tasmanian Tiger;PS2;2002;Platform;570;450;0;150
Ty the Tasmanian Tiger;XB;2002;Platform;140;40;0;10
Ty the Tasmanian Tiger 2: Bush Rescue;GBA;2004;Platform;90;30;0;0
Ty the Tasmanian Tiger 2: Bush Rescue;XB;2004;Platform;80;20;0;0
Ty the Tasmanian Tiger 2: Bush Rescue;PS2;2004;Platform;260;200;0;70
Ty the Tasmanian Tiger 2: Bush Rescue;GC;2004;Platform;150;40;0;10
Ty the Tasmanian Tiger 3: Night of the Quinkan;XB;2005;Action;20;10;0;0
Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;90;70;0;20
Ty the Tasmanian Tiger 3: Night of the Quinkan;GBA;2005;Action;40;10;0;0
Ty the Tasmanian Tiger 3: Night of the Quinkan;GC;2005;Action;70;20;0;0
Tyco RC: Assault with a Battery;PS;1999;Racing;60;40;0;10
Tycoon City: New York;PC;2006;Strategy;0;20;0;0
U-Sing;Wii;2009;Misc;0;320;0;30
U-Sing  2;Wii;2010;Misc;0;80;0;10
U-Sing: Girls Night;Wii;2010;Misc;0;210;0;40
UEFA Champions League 2006-2007;PSP;2007;Sports;10;0;0;0
UEFA Champions League 2006-2007;X360;2007;Sports;40;10;0;0
UEFA Euro 2004: Portugal;XB;2004;Sports;40;10;0;0
UEFA Euro 2004: Portugal;PS2;2004;Sports;70;50;0;20
UEFA Euro 2008 Austria-Switzerland;PS3;2008;Sports;80;270;0;60
UEFA Euro 2008 Austria-Switzerland;PSP;2008;Sports;60;130;0;60
UEFA Euro 2008 Austria-Switzerland;PS2;2008;Sports;30;0;0;280
UEFA Euro 2008 Austria-Switzerland;X360;2008;Sports;80;230;0;30
UEFA Euro 2016;PS3;2016;Sports;0;80;20;10
UEFA Euro 2016;PS4;2016;Sports;0;210;30;30
UFC 2009 Undisputed;PS3;2009;Fighting;1070;450;10;240
UFC 2009 Undisputed;X360;2009;Fighting;1480;390;0;190
UFC Personal Trainer: The Ultimate Fitness System;Wii;2011;Sports;120;60;0;20
UFC Personal Trainer: The Ultimate Fitness System;X360;2011;Sports;530;190;0;60
UFC Personal Trainer: The Ultimate Fitness System;PS3;2011;Sports;80;90;0;40
UFC Undisputed 2010;X360;2010;Fighting;900;310;0;110
UFC Undisputed 2010;PS3;2010;Fighting;800;410;20;190
UFC Undisputed 2010;PSP;2010;Fighting;110;70;0;40
UFC Undisputed 3;PS3;2012;Action;550;340;30;130
UFC Undisputed 3;X360;2012;Action;720;210;0;70
UFC: Sudden Impact;PS2;2004;Fighting;90;70;0;20
UFC: Tapout;XB;2002;Fighting;140;50;0;10
UFC: Tapout 2;XB;2003;Fighting;80;20;0;0
UFO: Trilogy;PC;2007;Strategy;0;20;0;0
UK Truck Simulator;PC;2010;Simulation;0;30;0;0
UN Squadron;SNES;1991;Shooter;0;0;120;0
UNO / Skip-Bo / UNO Freefall;DS;2006;Misc;100;0;0;10
UNO 52;DS;2006;Misc;10;0;0;0
USA Today Crossword Challenge;DS;2008;Puzzle;110;0;0;10
USA Today Puzzle Craze;DS;2009;Puzzle;90;0;0;10
Uchi no 3 Shimai DS;DS;2008;Misc;0;0;20;0
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken;DS;2009;Adventure;0;0;10;0
Uchuu Keiji Tamashii: The Space Sheriff Spirits;PS2;2006;Action;0;0;20;0
Ukiyo no Roushi;PSV;2015;Action;0;0;20;0
Ukiyo no Shishi;PS3;2015;Action;0;0;30;0
Ultimate Band;DS;2008;Misc;190;20;0;20
Ultimate Band;Wii;2008;Misc;200;30;0;20
Ultimate Block Party;PSP;2004;Puzzle;30;0;0;0
Ultimate Board Game Collection;Wii;2007;Misc;140;0;0;10
Ultimate Board Game Collection;PS2;2006;Misc;10;0;0;0
Ultimate Board Game Collection;PSP;2007;Misc;60;0;0;10
Ultimate Brain Games;GBA;2003;Misc;60;20;0;0
Ultimate Card Games;GBA;2003;Misc;90;30;0;0
Ultimate Card Games DS;DS;2008;Strategy;80;0;0;10
Ultimate Duck Hunting;Wii;2009;Sports;70;0;0;10
Ultimate Duck Hunting: Hunting & Retrieving Ducks;Wii;2007;Sports;210;0;0;20
Ultimate Fighting Championship;PS;2000;Fighting;140;90;0;20
Ultimate Fighting Championship: Throwdown;GC;2002;Fighting;60;20;0;0
Ultimate Fighting Championship: Throwdown;PS2;2002;Fighting;160;120;0;40
Ultimate Game Room;DS;2009;Misc;30;0;0;0
Ultimate Ghosts 'n Goblins;PSP;2006;Platform;70;10;0;10
Ultimate Ghosts 'n Goblins (JP sales);PSP;2006;Platform;0;0;50;0
Ultimate I Spy;Wii;2008;Adventure;450;0;0;30
Ultimate Marvel vs. Capcom 3;X360;2011;Fighting;0;30;40;0
Ultimate Marvel vs. Capcom 3;PS3;2011;Fighting;0;40;40;10
Ultimate Marvel vs. Capcom 3;PSV;2011;Fighting;200;90;0;50
Ultimate Mortal Kombat;DS;2007;Fighting;90;10;0;10
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation;GC;2002;Fighting;40;10;80;0
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero;GBA;2002;Fighting;50;20;30;0
Ultimate NES Remix;3DS;2014;Action;150;90;0;20
Ultimate Party Challenge;Wii;2009;Misc;70;0;0;10
Ultimate Puzzle Games;GBA;2005;Puzzle;10;0;0;0
Ultimate Puzzle Games: Sudoku Edition;DS;2007;Puzzle;110;0;0;10
Ultimate Shooting Collection;Wii;2008;Shooter;80;0;0;0
Ultimate Spider-Man;GBA;2005;Action;220;80;0;10
Ultimate Spider-Man;DS;2005;Action;140;0;0;10
Ultimate Spider-Man;GC;2005;Action;290;70;0;10
Ultimate Spider-Man;XB;2005;Action;260;110;0;20
Ultimate Spider-Man;PS2;2005;Action;600;20;0;100
Ultra Bust-A-Move;XB;2004;Puzzle;40;10;0;0
Ultra Street Fighter IV;PS4;2015;Fighting;0;80;0;10
Ultraman Fighting Evolution 0;PSP;2006;Fighting;0;0;10;0
Ultraman Fighting Evolution 3;PS2;2004;Fighting;0;0;10;0
Ultraman Star Chronicles;PSP;2013;Strategy;0;0;20;0
Um Jammer Lammy;PS;1998;Misc;120;80;410;40
Umihara Kawase Jun: Second Edition Kanzenban;DS;2009;Puzzle;0;0;10;0
Umineko no Naku Koro ni Portable 1;PSP;2011;Adventure;0;0;10;0
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku;PS3;2010;Adventure;0;0;20;0
UnchainBlades EXXiV;3DS;2012;Role-Playing;0;0;20;0
UnchainBlades EXXiV;PSP;2012;Role-Playing;0;0;20;0
Unchained Blades;PSP;2011;Role-Playing;0;0;60;0
Unchained Blades;3DS;2011;Role-Playing;0;0;40;0
Uncharted 2: Among Thieves;PS3;2009;Action;3270;2250;210;1000
Uncharted 3: Drake's Deception;PS3;2011;Action;2770;2800;190;1060
Uncharted 4: A Thief's End;PS4;2016;Shooter;1300;2070;180;650
Uncharted: Drake's Fortune;PS3;2007;Action;2310;1730;120;780
Uncharted: Golden Abyss;PSV;2011;Shooter;590;750;130;270
Uncharted: The Nathan Drake Collection;PS4;2015;Action;1960;1690;80;740
Undead Knights;PSP;2009;Action;50;10;60;10
Under Night In-Birth;PS3;2014;Fighting;60;20;40;20
Under the Skin;PS2;2004;Action;10;10;0;0
Underground Pool;DS;2007;Sports;30;0;0;0
Unending Bloody Call;PSP;2012;Action;0;0;10;0
Unison: Rebels of Rhythm & Dance;PS2;2000;Misc;20;20;0;10
Unit 13;PSV;2012;Shooter;290;150;40;70
Universal Studios Theme Parks Adventure;GC;2001;Misc;80;20;0;0
Universe at War: Earth Assault;X360;2008;Action;90;10;0;10
Unlimited Saga;PS2;2002;Role-Playing;100;80;560;30
Unou no Tatsujin: Soukai! Machigai Museum 2;DS;2007;Misc;0;0;90;0
Unreal Anthology;PC;2006;Shooter;0;20;0;0
Unreal Championship;XB;2002;Shooter;590;120;0;30
Unreal II: The Awakening;XB;2004;Shooter;170;40;0;10
Unreal Tournament;PS2;2000;Shooter;280;220;0;70
Unreal Tournament 2003;PC;2002;Shooter;0;10;0;0
Unreal Tournament 2004;PC;2004;Shooter;0;10;0;0
Unreal Tournament III;PS3;2007;Shooter;330;240;0;110
Unreal Tournament III;PC;2007;Shooter;0;50;0;10
Unreal Tournament III;X360;2008;Shooter;250;170;10;50
Unsolved Crimes;DS;2008;Adventure;40;10;0;0
Until Dawn;PS4;2015;Adventure;440;890;50;250
Untold Legends: Brotherhood of the Blade;PSP;2005;Role-Playing;540;330;10;220
Untold Legends: Dark Kingdom;PS3;2006;Role-Playing;140;20;20;20
Untold Legends: The Warriors Code;PSP;2006;Role-Playing;140;120;0;80
Up;X360;2009;Action;200;70;0;30
Up;PS3;2009;Action;150;70;0;30
Up;Wii;2009;Action;230;280;0;60
Up;PSP;2009;Action;240;100;0;70
Up;PS2;2009;Action;190;50;0;240
Up;DS;2009;Action;310;280;0;70
Uppers;PSV;2016;Action;0;0;10;0
Uprising X;PS;1998;Action;40;30;0;0
Urakata Hakuoki;PSP;2013;Adventure;0;0;20;0
Urban Chaos;PS;1999;Action;60;40;0;10
Urban Chaos: Riot Response;XB;2006;Shooter;10;0;0;0
Urban Chaos: Riot Response;PS2;2006;Shooter;30;20;0;10
Urban Reign;PS2;2005;Action;40;30;0;10
Uru: Ages Beyond Myst;PC;2003;Adventure;0;20;0;0
Usavichi: Game no Jikan;DS;2011;Action;0;0;20;0
Uta Kumi 575;PSV;2014;Misc;0;0;20;0
Uta no * Prince-Sama;PSP;2010;Adventure;0;0;20;0
Uta no * Prince-Sama: All Star;PSP;2013;Action;0;0;120;0
Uta no * Prince-Sama: Repeat;PSP;2011;Adventure;0;0;140;0
Uta no * Prince-Sama: Sweet Serenade;PSP;2011;Adventure;0;0;10;0
Uta no Prince-Sama: All Star After Secret;PSP;2015;Action;0;0;80;0
Uta no Prince-Sama: Debut;PSP;2012;Adventure;0;0;90;0
Uta no Prince-Sama: Music;PSP;2011;Misc;0;0;100;0
Uta no Prince-Sama: Music 2;PSP;2013;Adventure;0;0;90;0
Uta no Prince-Sama: Music 3;PSV;2016;Action;0;0;50;0
Utawarerumono Portable;PSP;2009;Role-Playing;0;0;30;0
Utawarerumono: Chiriyukusha e no Komoriuta;PS2;2006;Adventure;0;0;110;0
Utawarerumono: Futari no Hakuoro;PSV;2016;Misc;0;0;50;0
Utawarerumono: Futari no Hakuoro;PS4;2016;Misc;0;0;40;0
Utawarerumono: Futari no Hakuoro;PS3;2016;Misc;0;0;10;0
Utawarerumono: Itsuwari no Kamen;PS3;2015;Adventure;0;0;50;0
Utawarerumono: Itsuwari no Kamen;PSV;2015;Adventure;0;0;70;0
Utawarerumono: Itsuwari no Kamen;PS4;2015;Adventure;0;0;60;0
V-Rally 3;PS2;2002;Racing;30;20;0;10
V-Rally 3;XB;2003;Racing;10;0;0;0
V-Rally 3;GBA;2002;Racing;30;10;0;0
V-Rally Edition 99;N64;1998;Racing;70;20;0;0
VMX Racing;PS;1997;Racing;160;110;0;20
VR Golf '97;PS;1996;Sports;90;60;0;10
VR Soccer '96;PS;1996;Sports;30;20;0;0
Vacation Isle: Beach Party;Wii;2010;Misc;90;20;0;10
Vacation Sports;Wii;2009;Sports;100;10;0;10
Vagrant Story;PS;2000;Role-Playing;300;200;300;60
Valentino Rossi: The Game;PS4;2016;Racing;10;50;0;10
Valentino Rossi: The Game;PC;2016;Racing;0;10;0;0
Valentino Rossi: The Game;XOne;2016;Racing;0;20;0;0
Valhalla Knights;PSP;2006;Role-Playing;150;0;70;10
