index;Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others;Global_Sales
11970;Shaun White Skateboarding;PC;2010;Sports;0.0;0.03;0.0;0.01;0.04
11971;Shaun White Skateboarding;PS3;2010;Sports;0.11;0.05;0.0;0.03;0.19
11972;Shaun White Skateboarding;X360;2010;Sports;0.1;0.05;0.0;0.01;0.16
11973;Shaun White Snowboarding;PS3;2008;Sports;0.31;0.24;0.01;0.1;0.66
11974;Shaun White Snowboarding;PS2;2008;Sports;0.15;0.12;0.0;0.04;0.31
11975;Shaun White Snowboarding;DS;2008;Sports;0.21;0.0;0.0;0.02;0.23
11976;Shaun White Snowboarding;PSP;2008;Sports;0.26;0.03;0.0;0.03;0.32
11977;Shaun White Snowboarding: Road Trip;Wii;2008;Sports;0.94;0.57;0.0;0.17;1.68
11978;Shaun White Snowboarding: World Stage;Wii;2009;Sports;0.25;0.04;0.0;0.02;0.31
11979;Shaun the Sheep;DS;2008;Adventure;0.04;0.0;0.0;0.0;0.04
11980;Shawn Johnson Gymnastics;Wii;2010;Sports;0.17;0.0;0.0;0.01;0.18
11981;ShellShock 2: Blood Trails;X360;2009;Shooter;0.05;0.03;0.0;0.01;0.09
11982;ShellShock 2: Blood Trails;PS3;2009;Shooter;0.04;0.03;0.0;0.01;0.08
11983;Shellshock;PS;1995;Action;0.06;0.04;0.0;0.01;0.11
11984;Shellshock: Nam '67;XB;2004;Shooter;0.16;0.05;0.0;0.01;0.22
11985;Shenmue;DC;1999;Adventure;0.52;0.24;0.38;0.04;1.18
11986;Shenmue II;XB;2002;Adventure;0.22;0.08;0.0;0.01;0.31
11987;Shenmue II;DC;2001;Adventure;0.0;0.0;0.15;0.0;0.15
11988;Shepherd's Crossing;PSP;2009;Simulation;0.0;0.0;0.01;0.0;0.01
11989;Sherlock Holmes and the Mystery of Osborne House;DS;2010;Adventure;0.07;0.14;0.0;0.03;0.24
11990;Sherlock Holmes vs. Jack the Ripper;X360;2009;Adventure;0.11;0.04;0.0;0.01;0.16
11991;Sherlock Holmes: Crimes & Punishments;PS3;2014;Adventure;0.03;0.04;0.0;0.01;0.08
11992;Sherlock Holmes: Crimes & Punishments;PC;2014;Adventure;0.0;0.05;0.0;0.0;0.05
11993;Sherlock Holmes: Crimes & Punishments;XOne;2014;Adventure;0.03;0.04;0.0;0.01;0.08
11994;Sherlock Holmes: Crimes & Punishments;PS4;2014;Adventure;0.08;0.14;0.0;0.05;0.27
11995;Sherlock Holmes: Crimes & Punishments;X360;2014;Adventure;0.03;0.03;0.0;0.01;0.07
11996;Sherlock Holmes: Secret of The Silver Earring;Wii;2010;Adventure;0.0;0.04;0.0;0.01;0.05
11997;Sherlock Holmes: The Mystery of the Mummy;DS;2009;Adventure;0.06;0.3;0.0;0.04;0.4
11998;Shifters;PS2;2002;Adventure;0.03;0.02;0.0;0.01;0.06
11999;Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou;PS2;2007;Fighting;0.0;0.0;0.01;0.0;0.01
12000;Shimano Xtreme Fishing;Wii;2009;Sports;0.12;0.0;0.0;0.01;0.13
12001;Shin Chan Contra ¡Los Plastas!;DS;2009;Platform;0.0;0.0;0.07;0.0;0.07
12002;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;2006;Action;0.0;0.0;0.07;0.0;0.07
12003;Shin Chan: ¡Aventuras de Cine!;DS;2008;Platform;0.0;0.0;0.15;0.0;0.15
12004;Shin Fortune Quest: Sokutaku no Kishi;PS;1996;Misc;0.0;0.0;0.04;0.0;0.04
12005;Shin Hayarigami;PSV;2014;Adventure;0.0;0.0;0.05;0.0;0.05
12006;Shin Hayarigami;PS3;2014;Adventure;0.0;0.0;0.04;0.0;0.04
12007;Shin Hayarigami 2;PSV;2016;Adventure;0.0;0.0;0.01;0.0;0.01
12008;Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable;PSP;2010;Adventure;0.0;0.0;0.02;0.0;0.02
12009;Shin Kamaitachi no Yoru: 11 Hitome no Suspect;PS3;2011;Adventure;0.0;0.0;0.11;0.0;0.11
12010;Shin Kamaitachi no Yoru: 11 Hitome no Suspect;PSV;2011;Adventure;0.0;0.0;0.05;0.0;0.05
12011;Shin Ken to Mah? to Gakuenmono. Toki no Gakuen;PSP;2012;Role-Playing;0.0;0.0;0.09;0.0;0.09
12012;Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen;PSP;2010;Adventure;0.0;0.0;0.04;0.0;0.04
12013;Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen;PSP;2010;Adventure;0.0;0.0;0.03;0.0;0.03
12014;Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen;PSP;2010;Adventure;0.0;0.0;0.03;0.0;0.03
12015;Shin Koihime Musou: Otome Taisen * Sangokushi Engi;PS3;2014;Adventure;0.0;0.0;0.01;0.0;0.01
12016;Shin Lucky * Star: Moe Drill ~Tabidachi~;DS;2007;Action;0.0;0.0;0.07;0.0;0.07
12017;Shin Megami Tensei;PS;2001;Role-Playing;0.0;0.0;0.09;0.01;0.1
12018;Shin Megami Tensei II;SNES;1994;Role-Playing;0.0;0.0;0.37;0.0;0.37
12019;Shin Megami Tensei IV;3DS;2013;Role-Playing;0.28;0.0;0.27;0.02;0.57
12020;Shin Megami Tensei IV: Final;3DS;2016;Role-Playing;0.03;0.0;0.14;0.0;0.17
12021;Shin Megami Tensei NINE;XB;2002;Role-Playing;0.0;0.0;0.05;0.0;0.05
12022;Shin Megami Tensei x Fire Emblem;WiiU;2015;Role-Playing;0.1;0.04;0.06;0.01;0.21
12023;Shin Megami Tensei: Devil Summoner;SAT;1995;Role-Playing;0.0;0.0;0.38;0.0;0.38
12024;Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army;PS2;2006;Role-Playing;0.0;0.0;0.09;0.0;0.09
12025;Shin Megami Tensei: Devil Summoner - Soul Hackers;3DS;2012;Role-Playing;0.13;0.02;0.14;0.01;0.3
12026;Shin Megami Tensei: Devil Summoner - Soul Hackers;PS;1999;Role-Playing;0.0;0.0;0.14;0.01;0.15
12027;Shin Megami Tensei: Devil Summoner - Soul Hackers;SAT;1997;Role-Playing;0.0;0.0;0.31;0.0;0.31
12028;Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon;PS2;2008;Role-Playing;0.07;0.05;0.0;0.02;0.14
12029;Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales);PS2;2008;Role-Playing;0.0;0.0;0.17;0.0;0.17
12030;Shin Megami Tensei: Devil Survivor;DS;2009;Role-Playing;0.14;0.0;0.12;0.01;0.27
12031;Shin Megami Tensei: Devil Survivor 2;DS;2011;Role-Playing;0.17;0.01;0.12;0.01;0.31
12032;Shin Megami Tensei: Devil Survivor 2;3DS;2015;Role-Playing;0.0;0.03;0.09;0.0;0.12
12033;Shin Megami Tensei: Devil Survivor Overclocked;3DS;2011;Role-Playing;0.28;0.01;0.06;0.02;0.37
12034;Shin Megami Tensei: Digital Devil Saga;PS2;2004;Role-Playing;0.06;0.05;0.0;0.02;0.13
12035;Shin Megami Tensei: Digital Devil Saga 2;PS2;2005;Role-Playing;0.04;0.03;0.0;0.01;0.08
12036;Shin Megami Tensei: Nocturne;PS2;2003;Role-Playing;0.07;0.05;0.25;0.02;0.39
12037;Shin Megami Tensei: Persona;PSP;2009;Role-Playing;0.08;0.0;0.13;0.01;0.22
12038;Shin Megami Tensei: Persona 2: Innocent Sin;PSP;2011;Role-Playing;0.13;0.03;0.11;0.03;0.3
12039;Shin Megami Tensei: Persona 3;PS2;2006;Role-Playing;0.22;0.03;0.0;0.2;0.45
12040;Shin Megami Tensei: Persona 3 (jp sales);PS2;2006;Role-Playing;0.0;0.0;0.21;0.0;0.21
12041;Shin Megami Tensei: Persona 3 FES;PS2;2007;Role-Playing;0.22;0.2;0.16;0.05;0.63
12042;Shin Megami Tensei: Persona 3 Portable;PSP;2009;Role-Playing;0.18;0.06;0.34;0.04;0.62
12043;Shin Megami Tensei: Persona 4;PS2;2008;Role-Playing;0.34;0.04;0.36;0.08;0.82
12044;Shin Megami Tensei: Strange Journey;DS;2009;Role-Playing;0.14;0.0;0.14;0.01;0.29
12045;Shin Momotarou Densetsu;SNES;1993;Role-Playing;0.0;0.0;0.32;0.0;0.32
12046;Shin Nippon Pro Wrestling: Toukon Retsuden;PS;1995;Fighting;0.0;0.0;0.3;0.02;0.32
12047;Shin Nippon Pro Wrestling: Toukon Retsuden 2;PS;1996;Fighting;0.0;0.0;0.26;0.02;0.28
12048;Shin Nippon Pro Wrestling: Toukon Retsuden 3;PS;1998;Fighting;0.0;0.0;0.21;0.01;0.22
12049;Shin Sangoku Musou 4 Special;X360;2005;Action;0.0;0.0;0.01;0.0;0.01
12050;Shin Sangoku Musou 5 Empires;PSP;2010;Action;0.0;0.0;0.05;0.0;0.05
12051;Shin Sangoku Musou 5 Special;PSP;2009;Action;0.0;0.0;0.05;0.0;0.05
12052;Shin Sangoku Musou 6 Special;PSP;2011;Action;0.0;0.0;0.11;0.0;0.11
12053;Shin Sangoku Musou Online: Kamishou Ranbu;PS3;2010;Action;0.0;0.0;0.03;0.0;0.03
12054;Shin Sangoku Musou Online: Souten Ranbu;PS3;2010;Action;0.0;0.0;0.02;0.0;0.02
12055;Shin Sangoku Musou: Multi Raid 2;PSP;2010;Action;0.0;0.0;0.11;0.0;0.11
12056;Shin Super Robot Taisen;PS;1996;Role-Playing;0.0;0.0;0.52;0.04;0.56
12057;Shin Super Robot Taisen Special Disk;PS;1997;Strategy;0.0;0.0;0.3;0.02;0.32
12058;Shinigami to Shoujo;PSP;2011;Adventure;0.0;0.0;0.01;0.0;0.01
12059;Shining Ark;PSP;2013;Role-Playing;0.0;0.0;0.11;0.0;0.11
12060;Shining Blade;PSP;2012;Role-Playing;0.0;0.0;0.2;0.0;0.2
12061;Shining Force CD;SCD;1994;Strategy;0.0;0.0;0.14;0.0;0.14
12062;Shining Force EXA;PS2;2007;Role-Playing;0.0;0.0;0.1;0.0;0.1
12063;Shining Force Feather;DS;2009;Strategy;0.0;0.0;0.06;0.0;0.06
12064;Shining Force II;GEN;1993;Strategy;0.0;0.0;0.19;0.0;0.19
12065;Shining Force III;SAT;1997;Strategy;0.0;0.0;0.13;0.0;0.13
12066;Shining Force III: Scenario 2;SAT;1998;Strategy;0.0;0.0;0.05;0.0;0.05
12067;Shining Force NEO;PS2;2005;Role-Playing;0.06;0.04;0.0;0.01;0.11
12068;Shining Force: Resurrection of the Dark Dragon;GBA;2004;Role-Playing;0.06;0.02;0.0;0.0;0.08
12069;Shining Hearts;PSP;2010;Role-Playing;0.0;0.0;0.2;0.0;0.2
12070;Shining Resonance;PS3;2014;Role-Playing;0.0;0.0;0.14;0.0;0.14
12071;Shining Soul;GBA;2002;Role-Playing;0.03;0.01;0.09;0.0;0.13
12072;Shining Soul II;GBA;2003;Role-Playing;0.06;0.02;0.0;0.0;0.08
12073;Shining Stars;DS;2008;Action;0.03;0.0;0.0;0.0;0.03
12074;Shining Tears;PS2;2004;Role-Playing;0.05;0.04;0.0;0.01;0.1
12075;Shining Wind;PS2;2007;Role-Playing;0.0;0.0;0.13;0.0;0.13
12076;Shinken de Watashi ni Koi Shinasai! R;PS3;2012;Action;0.0;0.0;0.02;0.0;0.02
12077;Shinkyoku Soukai Polyphonica;PS2;2007;Adventure;0.0;0.0;0.02;0.0;0.02
12078;Shinobi;3DS;2011;Platform;0.14;0.07;0.0;0.02;0.23
12079;Shinobi;PS2;2002;Platform;0.36;0.28;0.22;0.09;0.95
12080;Shinobi Koutsutsu;PSP;2014;Adventure;0.0;0.0;0.01;0.0;0.01
12081;Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki;PSV;2015;Action;0.0;0.0;0.01;0.0;0.01
12082;Shinobido 2: Tales of the Ninja;PSV;2011;Action;0.06;0.05;0.02;0.03;0.16
12083;Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases;PSP;2006;Adventure;0.0;0.0;0.05;0.0;0.05
12084;Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku;DS;2008;Simulation;0.0;0.0;0.03;0.0;0.03
12085;Shinseiki Evangelion- Eva: Yukai na Nakama Tachi;PS;1998;Misc;0.0;0.0;0.05;0.0;0.05
12086;Shinseiki Evangelion: Battle Orchestra;PS2;2007;Fighting;0.0;0.0;0.02;0.0;0.02
12087;Shinseiki Evangelion: Battle Orchestra Portable;PSP;2009;Fighting;0.0;0.0;0.01;0.0;0.01
12088;Shinseiki Evangelion: Koutetsu no Girlfriend;SAT;1998;Adventure;0.0;0.0;0.11;0.0;0.11
12089;Shinseiki Evangelion: Koutetsu no Girlfriend;PS;1998;Adventure;0.0;0.0;0.11;0.01;0.12
12090;Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable;PSP;2009;Adventure;0.0;0.0;0.01;0.0;0.01
12091;Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable;PSP;2009;Adventure;0.0;0.0;0.01;0.0;0.01
12092;Shinseiki GPX Cyber Formula: Road To The INFINITY 4;PS2;2007;Racing;0.0;0.0;0.02;0.0;0.02
12093;Ship Simulator 2008;PC;2007;Simulation;0.0;0.01;0.0;0.0;0.01
12094;Ship Simulator Extremes;PC;2010;Simulation;0.0;0.04;0.0;0.01;0.05
12095;Shippuu Mahou Daisakusen: Kingdom-Grandprix;SAT;1996;Shooter;0.0;0.0;0.02;0.0;0.02
12096;Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta;PSP;2013;Adventure;0.0;0.0;0.01;0.0;0.01
12097;Shiratsuyu no Kai;PSP;2013;Adventure;0.0;0.0;0.02;0.0;0.02
12098;Shiren the Wanderer;Wii;2008;Role-Playing;0.08;0.0;0.11;0.01;0.2
12099;Shiren the Wanderer 4 - God's Eye and the Demon's Navel;DS;2010;Role-Playing;0.0;0.0;0.13;0.0;0.13
12100;Shiren the Wanderer 4 - God's Eye and the Demon's Navel;PSP;2012;Role-Playing;0.0;0.0;0.04;0.0;0.04
12101;Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate;PSV;2015;Action;0.01;0.0;0.04;0.0;0.05
12102;Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku;PS2;2008;Adventure;0.0;0.0;0.01;0.0;0.01
12103;Shitsuji ga Aruji o Erabu Toki;PSV;2016;Adventure;0.0;0.0;0.01;0.0;0.01
12104;Shockwave Assault;PS;1995;Simulation;0.05;0.04;0.0;0.01;0.1
12105;Shonen Jump's One Piece: Grand Adventure;GC;2006;Fighting;0.03;0.01;0.0;0.0;0.04
12106;Shonen Jump's One Piece: Grand Adventure;PS2;2005;Fighting;0.01;0.01;0.0;0.0;0.02
12107;Shonen Jump's One Piece: Grand Battle;GC;2005;Fighting;0.05;0.01;0.0;0.0;0.06
12108;Shonen Jump's One Piece: Grand Battle;PS2;2005;Fighting;0.07;0.05;0.0;0.02;0.14
12109;Shonen Jump's One Piece: Pirates Carnival;GC;2005;Misc;0.06;0.02;0.0;0.0;0.08
12110;Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf;GBA;2005;Action;0.04;0.02;0.0;0.0;0.06
12111;Shonen Jump's Shaman King: Master of Spirits;GBA;2004;Role-Playing;0.1;0.04;0.0;0.0;0.14
12112;Shonen Jump's Shaman King: Master of Spirits 2;GBA;2005;Role-Playing;0.01;0.01;0.0;0.0;0.02
12113;Shooter: Starfighter Sanvein;PS;2000;Shooter;0.01;0.01;0.0;0.0;0.02
12114;Short Track Racing: Trading Paint;PS2;2009;Racing;0.02;0.02;0.0;0.01;0.05
12115;Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere;PS2;2007;Adventure;0.0;0.0;0.02;0.0;0.02
12116;Shounen Sunday x Shounen Magazine: Nettou! Dream Nine;DS;2009;Sports;0.0;0.0;0.07;0.0;0.07
12117;Shovel Knight;PS4;2015;Platform;0.03;0.03;0.0;0.01;0.07
12118;Shovel Knight;3DS;2015;Platform;0.07;0.04;0.01;0.01;0.13
12119;Shovel Knight;WiiU;2015;Platform;0.06;0.04;0.0;0.01;0.11
12120;Showdown: Legends of Wrestling;PS2;2004;Fighting;0.15;0.11;0.0;0.04;0.3
12121;Showdown: Legends of Wrestling;XB;2004;Fighting;0.09;0.03;0.0;0.0;0.12
12122;Showtime Championship Boxing;Wii;2007;Fighting;0.06;0.0;0.0;0.01;0.07
12123;Showtime Championship Boxing;DS;2007;Fighting;0.06;0.0;0.0;0.0;0.06
12124;Shox;PS2;2002;Racing;0.05;0.04;0.0;0.01;0.1
12125;Shrek;XB;2001;Platform;0.25;0.1;0.0;0.01;0.36
12126;Shrek / Shark Tale Game Boy Advance Video;GBA;2006;Misc;0.01;0.0;0.0;0.0;0.01
12127;Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;2007;Misc;0.87;0.32;0.0;0.02;1.21
12128;Shrek 2;XB;2004;Platform;0.4;0.13;0.0;0.02;0.55
12129;Shrek 2;GC;2004;Platform;0.73;0.26;0.01;0.03;1.03
12130;Shrek 2;PS2;2004;Platform;1.12;0.69;0.03;0.02;1.86
12131;Shrek 2 and Shark Tale 2-in-1 Pack;GBA;2005;Misc;0.1;0.04;0.0;0.0;0.14
12132;Shrek 2: Beg for Mercy;GBA;2004;Adventure;0.42;0.15;0.0;0.01;0.58
12133;Shrek Extra Large;GC;2002;Platform;0.13;0.03;0.0;0.0;0.16
12134;Shrek Smash n' Crash Racing;GC;2006;Racing;0.1;0.03;0.0;0.0;0.13
12135;Shrek Smash n' Crash Racing;PSP;2006;Racing;0.08;0.0;0.0;0.01;0.09
12136;Shrek Super Party;GC;2003;Misc;0.04;0.01;0.0;0.0;0.05
12137;Shrek Super Party;XB;2002;Misc;0.1;0.03;0.0;0.0;0.13
12138;Shrek Super Party;PS2;2002;Misc;0.14;0.11;0.0;0.04;0.29
12139;Shrek SuperSlam;XB;2005;Action;0.07;0.02;0.0;0.0;0.09
12140;Shrek SuperSlam;DS;2005;Action;0.17;0.0;0.0;0.01;0.18
12141;Shrek SuperSlam;GC;2005;Action;0.17;0.04;0.0;0.01;0.22
12142;Shrek SuperSlam;PS2;2005;Action;0.24;0.19;0.0;0.06;0.49
12143;Shrek SuperSlam;GBA;2005;Action;0.24;0.09;0.0;0.01;0.34
12144;Shrek Swamp Kart Speedway;GBA;2002;Racing;0.22;0.08;0.0;0.01;0.31
12145;Shrek the Third;PS2;2007;Action;0.4;0.02;0.0;0.07;0.49
12146;Shrek the Third;PSP;2007;Action;0.08;0.15;0.0;0.09;0.32
12147;Shrek the Third;Wii;2007;Action;0.26;0.01;0.0;0.02;0.29
12148;Shrek the Third;X360;2007;Action;0.54;0.1;0.0;0.06;0.7
12149;Shrek's Carnival Craze Party Games;Wii;2008;Misc;0.28;0.0;0.0;0.02;0.3
12150;Shrek's Carnival Craze Party Games;DS;2008;Misc;0.22;0.0;0.0;0.02;0.24
12151;Shrek's Carnival Craze Party Games;PS2;2008;Misc;0.03;0.03;0.0;0.01;0.07
12152;Shrek: Forever After;X360;2010;Platform;0.09;0.0;0.0;0.01;0.1
12153;Shrek: Forever After;PS3;2010;Platform;0.16;0.02;0.0;0.02;0.2
12154;Shrek: Forever After;Wii;2010;Platform;0.19;0.09;0.0;0.03;0.31
12155;Shrek: Forever After;DS;2010;Platform;0.19;0.1;0.0;0.03;0.32
12156;Shrek: Hassle at the Castle;GBA;2002;Action;0.47;0.17;0.0;0.01;0.65
12157;Shrek: Ogres & Dronkeys;DS;2007;Simulation;0.26;0.0;0.0;0.02;0.28
12158;Shrek: Reekin' Havoc;GBA;2003;Platform;0.15;0.06;0.0;0.0;0.21
12159;Shugo Chara! 3-tsu no Tamagoto Koisuru Joker;DS;2008;Action;0.0;0.0;0.05;0.0;0.05
12160;Shugo Chara! Amunonijiro Chara Change;DS;2008;Action;0.0;0.0;0.03;0.0;0.03
12161;Shukufuku no Campanella Portable;PSP;2010;Adventure;0.0;0.0;0.04;0.0;0.04
12162;Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna;PSP;2011;Strategy;0.0;0.0;0.01;0.0;0.01
12163;Shutter Island;PC;2009;Adventure;0.0;0.17;0.0;0.03;0.2
12164;Sid Meier's Civilization IV;PC;2005;Strategy;0.02;0.12;0.0;0.03;0.17
12165;Sid Meier's Civilization Revolution;PS3;2008;Strategy;0.49;0.19;0.01;0.1;0.79
12166;Sid Meier's Civilization Revolution;X360;2008;Strategy;0.58;0.17;0.0;0.07;0.82
12167;Sid Meier's Civilization Revolution;DS;2008;Strategy;0.38;0.03;0.02;0.04;0.47
12168;Sid Meier's Civilization Revolution 2+;PSV;2015;Strategy;0.0;0.0;0.02;0.0;0.02
12169;Sid Meier's Civilization V;PC;2010;Strategy;0.98;0.52;0.0;0.19;1.69
12170;Sid Meier's Civilization: Beyond Earth;PC;2014;Strategy;0.11;0.22;0.0;0.03;0.36
12171;Sid Meier's Pirates!;Wii;2010;Strategy;0.13;0.02;0.0;0.01;0.16
12172;Sid Meier's Pirates!;PSP;2007;Strategy;0.16;0.01;0.0;0.02;0.19
12173;Sid Meier's Pirates!;XB;2005;Strategy;0.11;0.03;0.0;0.01;0.15
12174;Sid Meier's Railroads!;PC;2006;Simulation;0.01;0.03;0.0;0.01;0.05
12175;Sidewinder Max;PS2;2000;Simulation;0.0;0.0;0.09;0.0;0.09
12176;Sigma Harmonics;DS;2008;Role-Playing;0.0;0.0;0.07;0.0;0.07
12177;Sigma Star Saga;GBA;2005;Role-Playing;0.04;0.01;0.0;0.0;0.05
12178;Silent Bomber;PS;1999;Action;0.01;0.01;0.0;0.0;0.02
12179;Silent Hill;PS;1999;Action;0.71;0.48;0.3;0.1;1.59
12180;Silent Hill 2;PS2;2001;Action;0.62;0.49;0.0;0.16;1.27
12181;Silent Hill 2: Restless Dreams;XB;2001;Action;0.21;0.06;0.0;0.01;0.28
12182;Silent Hill 3;PS2;2003;Action;0.35;0.27;0.0;0.09;0.71
12183;Silent Hill 4: The Room;PS2;2004;Action;0.25;0.19;0.0;0.06;0.5
12184;Silent Hill 4: The Room;XB;2004;Action;0.14;0.04;0.0;0.01;0.19
12185;Silent Hill HD Collection;PS3;2012;Action;0.15;0.11;0.03;0.05;0.34
12186;Silent Hill HD Collection;X360;2012;Action;0.11;0.06;0.01;0.02;0.2
12187;Silent Hill: Book of Memories;PSV;2012;Action;0.13;0.06;0.0;0.04;0.23
12188;Silent Hill: Downpour;PS3;2012;Action;0.21;0.16;0.04;0.06;0.47
12189;Silent Hill: Downpour;X360;2012;Action;0.22;0.08;0.0;0.03;0.33
12190;Silent Hill: Origins;PSP;2007;Action;0.22;0.16;0.04;0.1;0.52
12191;Silent Hill: Origins;PS2;2008;Action;0.03;0.03;0.0;0.01;0.07
12192;Silent Hill: Shattered Memories;PSP;2010;Action;0.09;0.13;0.01;0.08;0.31
12193;Silent Hill: Shattered Memories;PS2;2010;Action;0.13;0.22;0.01;0.23;0.59
12194;Silent Hill: Shattered Memories;Wii;2009;Action;0.23;0.19;0.01;0.05;0.48
12195;Silent Hunter 5: Battle of the Atlantic;PC;2010;Simulation;0.0;0.21;0.0;0.05;0.26
12196;Silent Hunter III;PC;2005;Simulation;0.0;0.07;0.0;0.01;0.08
12197;Silent Hunter: Wolves of the Pacific;PC;2007;Simulation;0.0;0.04;0.0;0.01;0.05
12198;Silent Scope;GBA;2002;Shooter;0.02;0.01;0.0;0.0;0.03
12199;Silent Scope;PS2;2000;Shooter;0.19;0.15;0.0;0.05;0.39
12200;Silent Scope 2: Dark Silhouette;PS2;2001;Shooter;0.09;0.07;0.0;0.02;0.18
12201;Silent Scope 3;PS2;2002;Shooter;0.08;0.06;0.0;0.02;0.16
12202;Silent Scope Complete;XB;2004;Shooter;0.07;0.02;0.0;0.0;0.09
12203;Silhouette Mirage;PS;1998;Platform;0.03;0.02;0.0;0.0;0.05
12204;Silly Bandz: Play The Craze;DS;2010;Puzzle;0.1;0.0;0.0;0.01;0.11
12205;Silpheed: The Lost Planet;PS2;2000;Shooter;0.03;0.03;0.0;0.01;0.07
12206;Silverlicious;DS;2012;Action;0.03;0.0;0.0;0.0;0.03
12207;Sim Theme Park;PS;1999;Strategy;0.35;0.24;0.0;0.04;0.63
12208;Sim Theme Park;PC;1998;Strategy;2.04;0.04;0.0;0.0;2.08
12209;SimAnimals;DS;2009;Simulation;0.26;0.21;0.0;0.06;0.53
12210;SimAnimals;Wii;2009;Simulation;0.15;0.14;0.0;0.03;0.32
12211;SimAnimals Africa;Wii;2009;Simulation;0.1;0.01;0.0;0.01;0.12
12212;SimAnimals Africa;DS;2009;Simulation;0.08;0.02;0.0;0.01;0.11
12213;SimCity;SNES;1991;Simulation;0.93;0.27;0.75;0.04;1.99
12214;SimCity;PC;1988;Simulation;0.0;0.02;0.0;0.01;0.03
12215;SimCity (2013);PC;2013;Simulation;0.48;0.77;0.0;0.19;1.44
12216;SimCity 2000;GBA;2003;Simulation;0.08;0.03;0.0;0.0;0.11
12217;SimCity 2000;PS;1996;Simulation;0.68;0.46;0.0;0.08;1.22
12218;SimCity 2000;PC;1992;Simulation;1.2;0.84;0.0;0.1;2.14
12219;SimCity 2000;SNES;1995;Simulation;0.0;0.0;0.49;0.0;0.49
12220;SimCity 2000;SAT;1994;Simulation;0.0;0.0;0.28;0.0;0.28
12221;SimCity 4;PC;2003;Simulation;0.01;0.24;0.0;0.05;0.3
12222;SimCity 4: Deluxe Edition;PC;2003;Simulation;0.0;0.06;0.0;0.01;0.07
12223;SimCity Creator;Wii;2008;Simulation;0.37;0.03;0.04;0.04;0.48
12224;SimCity Creator;DS;2008;Simulation;0.3;0.03;0.0;0.03;0.36
12225;SimCity Creator (JP sales);DS;2008;Simulation;0.0;0.0;0.18;0.0;0.18
12226;SimCity DS;DS;2007;Simulation;0.33;0.03;0.21;0.03;0.6
12227;SimCity Societies;PC;2007;Simulation;0.0;0.02;0.0;0.0;0.02
12228;SimEarth: The Living Planet;SNES;1991;Simulation;0.0;0.0;0.16;0.0;0.16
12229;Simple 1500 Series Vol. 1: The Mahjong;PS;1998;Misc;0.0;0.0;0.99;0.07;1.06
12230;Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~;PS;2001;Shooter;0.31;0.21;0.0;0.04;0.56
12231;Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu;PS2;2006;Action;0.0;0.0;0.02;0.0;0.02
12232;Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono;PS2;2007;Strategy;0.0;0.0;0.01;0.0;0.01
12233;Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike;PSP;2009;Action;0.0;0.0;0.02;0.0;0.02
12234;Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS;DS;2007;Misc;0.0;0.0;0.01;0.0;0.01
12235;Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo;DS;2007;Adventure;0.0;0.0;0.04;0.0;0.04
12236;Simple DS Series Vol. 41: The Bakudan Shori-Han;DS;2008;Action;0.0;0.0;0.01;0.0;0.01
12237;Simple DS Series Vol. 42: The Haioku Byoutou;DS;2008;Adventure;0.0;0.0;0.02;0.0;0.02
12238;Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo;DS;2006;Adventure;0.0;0.0;0.03;0.0;0.03
12239;Simpsons Wrestling;PS;2001;Fighting;0.23;1.16;0.0;0.11;1.5
